"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"	"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"
"TMC6"	9.3562	3.44426	20.0565	30.4221	23.0803	7.72203	19.8638	21.936	19.8128	10.6732
"TMC7"	2.18306	5.23249	1.44002	0.00442141	0.0416062	0.0158617	1.17369	1.07242	1.36962	1.14287
"TMC8"	0.151333	0.00776643	0.183192	28.8867	21.9348	15.1397	0.499033	0.621217	0.544131	0.275491
"TMCC1"	9.63115	3.91603	7.55264	2.74732	2.66879	2.74027	3.92434	3.83593	4.14738	4.01867
"TMCC2"	0.609511	0.807528	0.683911	0.886602	0.238753	0.487454	2.64042	3.59277	3.37475	2.45052
"TMCC3"	0.487907	4.2137	0.369847	5.49335	5.55716	5.60099	0.793891	0.798649	0.864183	0.75686
"TMCO1"	15.5034	12.5907	6.88874	10.3262	8.62448	9.66305	6.09832	5.57764	5.20216	7.65641
"TMCO2"	0	0	0	0.0340238	0.126737	0	0	0	0	0
"TMCO3"	11.1438	19.0443	13.0717	7.57714	7.19445	7.52908	13.4629	12.6252	12.702	11.5437
"TMCO4"	2.22705	1.63843	2.69609	3.29412	3.67266	1.93108	1.37305	1.85898	1.67255	0.69889
"TMCO5A"	0	0.0168703	0	0	0	0	0	0	0	0
"TMCO6"	6.33838	3.37464	6.76397	5.6778	4.44971	4.95569	10.2458	10.8696	10.4685	6.66247
"TMCO7"	1.96711	4.9969	1.81566	4.35462	2.51266	2.47392	5.34304	4.53237	4.41509	4.67279
"TMED1"	22.2418	14.7394	39.2489	8.70022	5.69541	5.52943	17.6026	19.4764	16.7044	10.3644
"TMED10"	66.8457	71.2871	59.7319	28.8976	30.0896	28.4861	34.2377	30.4885	33.2386	36.3823
"TMED10P1"	1.04917	0.461434	0.606544	0.18162	0.118474	0.30404	0.489542	0.332546	0.384187	0.517868
"TMED11P"	0	0	0	0	0	0	0	0	0	0
"TMED2"	115.032	115.956	50.1769	66.4576	74.4946	75.1967	68.6537	59.7629	55.2494	87.6778
"TMED3"	69.3664	67.6378	109.294	34.1461	28.9824	19.0047	35.2812	35.9358	35.0465	24.3848
"TMED4"	31.0659	28.2309	48.8048	29.4487	30.8825	21.1965	29.2188	30.2005	31.6163	23.0951
"TMED5"	4.86713	10.419	1.71772	7.35512	12.1126	9.23089	2.89049	2.22825	2.32952	4.00219
"TMED6"	0.128039	0.260739	0.0598069	0.374104	0.37279	0.580236	0.167246	0.308245	0.0623725	0.385691
"TMED7"	17.7351	28.0605	5.65478	7.25915	12.9738	11.4036	6.45886	5.32477	5.97327	8.98937
"TMED7-TICAM2"	0.433054	2.97009	0.321262	0.729932	0.274248	1.0534e-05	0.933948	0.329809	0.353689	0.587543
"TMED8"	6.37744	4.0345	7.34032	9.37353	10.6014	9.17443	4.67057	3.5529	4.34237	4.13898
"TMED9"	144.328	187.665	202.942	88.4012	65.7796	46.5773	119.354	121.351	121.584	88.9176
"TMEFF1"	1.54702e-18	0.28908	0.129335	0.0944548	1.73831e-146	1.64937e-95	23.2669	20.5691	17.8621	20.1512
"TMEFF2"	0	0	0	0.0230306	0.0216172	0	1.37931	0.951389	0.990159	0.984697
"TMEM100"	0	0.115101	0	0.0238275	0	0.0213519	0.298118	0.283235	0.15278	0.497117
"TMEM101"	17.1408	15.345	25.9731	19.774	17.2744	14.247	14.9547	19.3789	18.0727	11.3011
"TMEM102"	4.55895	8.33477	7.25855	3.83638	2.61093	1.66765	4.56144	4.36196	4.08687	3.20867
"TMEM104"	3.17255	5.58758	7.40444	1.76334	1.23692	0.84933	7.0039	8.05906	7.74018	4.85019
"TMEM105"	0.664752	0.0104906	0.727336	0.0357	0	0	0.00777198	0.0149764	0.0154409	0.0119752
"TMEM106A"	0.122844	0.522695	0.215297	2.93465	2.95707	3.62785	0.654745	0.620085	0.527487	0.717553
"TMEM106B"	4.49802	4.55724	1.25908	1.67605	3.04009	3.87655	2.79881	2.27486	2.46221	4.36811
"TMEM106C"	95.1154	51.851	129.126	51.6057	36.5654	46.9803	12.7524	11.3813	11.8531	11.6615
"TMEM107"	4.7919	6.63947	3.50489	4.44575	4.00728	5.3525	2.56988	2.09194	2.09682	2.57705
"TMEM108"	0.00444565	0.00456164	0.0126547	0.150066	0.146036	0.0928046	4.07835	3.62771	3.8987	2.82563
"TMEM109"	46.7282	26.0425	72.4224	34.5462	14.0165	17.5207	13.2868	12.9711	12.1682	8.82199
"TMEM11"	17.2804	23.9917	27.241	13.5469	11.1004	6.94793	16.7759	19.6523	18.5103	14.5955
"TMEM110"	2.81948	6.42892	4.10714	4.20505	3.19746	2.95179	9.76357	8.63942	8.77682	7.04222
"TMEM110-MUSTN1"	0.62323	0.441941	0.459833	0.414339	1.30761e-05	3.89969e-06	0.6919	3.62282e-06	0.433831	1.34134
"TMEM111"	62.1453	31.1183	65.4805	26.0778	18.8567	18.1759	23.0197	22.7134	20.3699	20.1346
"TMEM114"	0	0	0	0.0413673	0.230547	0	2.38546	2.11454	1.55473	0.618582
"TMEM115"	17.4961	15.0897	27.4907	4.68571	4.83266	2.41997	12.627	11.6649	10.9848	7.67374
"TMEM116"	8.50587	2.72849	6.98257	2.26878	1.51651	2.10765	1.94084	3.29339	2.84789	2.433
"TMEM117"	3.24221	5.49613	1.07198	1.00291	2.26253	2.01145	0.330601	0.326766	0.336394	0.387506
"TMEM119"	0.00637214	0	0.0060354	0.163176	0.250992	0.132996	0.116494	0.195749	0.115154	0.119045
"TMEM120A"	12.9042	11.0084	19.236	11.1055	25.4278	7.28056	9.26032	11.2347	10.6933	7.10771
"TMEM120B"	3.78132	2.43923	5.97204	4.79339	5.44661	3.98231	7.04415	6.76556	6.93348	5.87596
"TMEM121"	2.661	1.14502	8.1229	0.898353	0.184291	0	0.463522	0.368111	0.466072	0.277644
"TMEM123"	35.2987	40.7586	10.4504	35.1146	41.2264	47.6396	14.0653	11.6089	12.821	17.2081
"TMEM125"	8.99333	0.882476	14.7167	0	0	0	12.6268	14.6064	12.9789	7.3848
"TMEM126A"	22.7118	26.0649	11.7024	38.7905	32.7485	36.5546	20.2199	16.193	14.83	26.306
"TMEM126B"	39.458	25.3085	12.2013	18.7487	21.7563	24.0043	24.2435	21.6052	17.77	34.3662
"TMEM127"	18.1608	12.4436	22.2163	6.3566	5.29909	4.38981	8.83975	7.86907	8.47026	6.88264
"TMEM128"	7.03054	5.90419	4.2891	7.41241	10.9391	9.68694	6.2442	5.29501	6.12295	5.66806
"TMEM129"	7.30738	11.0743	11.7922	6.62977	6.9814	3.71194	14.9996	16.5675	16.6637	8.78664
"TMEM130"	0.112378	0.012952	0.0717993	0.0514678	0.0138229	0.00659189	1.20232	1.74977	1.84187	0.957124
"TMEM131"	10.0417	17.6412	7.35132	12.074	11.6496	10.1955	5.47947	4.93879	5.48068	6.45541
"TMEM132A"	40.9051	20.0921	77.1489	3.09848	1.73618	0.913201	23.5781	27.7294	26.2753	15.8399
"TMEM132B"	0.112609	0.169054	0.0906026	0.0679813	0.531067	0.0587234	15.6523	13.9632	16.1938	14.6783
"TMEM132C"	0	0	0.00319454	0	0	0.00701689	0.468769	0.335421	0.346548	0.26096
"TMEM132D"	0	0	0	0.0799232	0.0501571	0.0716879	4.1089	4.05037	3.93965	3.26922
"TMEM132E"	0.0612575	0	0.021809	0	0	0	0.150934	0.190833	0.33615	0.0719379
"TMEM133"	0.489839	0.648913	0.163259	0.402822	0.0630242	0.200556	4.4607	3.68504	4.38273	4.96568
"TMEM134"	26.1377	27.4968	32.9979	17.2612	21.8432	10.8413	12.4633	15.4316	14.7094	9.03404
"TMEM135"	1.69378	2.50877	0.503275	1.25614	1.80741	1.83099	2.19529	1.8139	1.74738	3.01623
"TMEM136"	0.842042	0.624715	0.582327	0.392008	2.53224	0.642532	2.3073	2.57006	2.54569	2.3664
"TMEM138"	11.9812	7.99688	14.741	6.03954	6.11055	4.4705	6.79179	6.36989	6.71104	6.40474
"TMEM139"	1.0017	5.98755	0.687071	0.216764	0.0717572	0.228438	1.14262	1.19126	0.946764	0.859331
"TMEM140"	3.32891	2.97875	3.80344	6.93487	10.0413	6.21569	4.98763	4.37197	4.93073	4.69181
"TMEM141"	44.5905	59.4326	66.7233	21.7739	12.3085	15.6417	31.2741	36.9169	32.885	19.7539
"TMEM143"	2.55672	1.67198	3.88131	5.02218	4.60757	2.48209	5.12802	7.4031	6.80348	3.61818
"TMEM144"	1.10486	1.83119	0.5384	0.428537	0.626935	0.501684	0.567538	0.591754	0.725951	0.730721
"TMEM145"	0.110772	0.0927571	0.10456	0.1408	0.264298	0.042058	3.53779	4.33203	4.0038	3.38178
"TMEM146"	0.0068879	0	0	0.0160371	0	0.0287543	0	0.0100714	0.0207239	0
"TMEM147"	87.7388	79.4459	140.32	67.5518	47.6132	37.5271	137.531	148.49	127.465	98.8146
"TMEM14A"	24.5308	23.8314	12.5872	12.864	15.9514	13.2804	4.45882	5.11429	5.10015	5.55206
"TMEM14B"	76.1922	49.6772	39.6891	88.0649	70.9606	82.8486	36.9618	42.294	30.3145	38.5713
"TMEM14C"	73.0324	76.5903	47.4112	65.4933	57.642	53.2848	54.3511	53.3041	49.7772	48.5136
"TMEM14E"	0	0.0148186	0.0136389	0.0676997	0.317121	0.757903	0	0.0421554	0	0
"TMEM150A"	5.05253	4.96531	6.48945	1.77486	2.32503	1.55449	9.19126	10.2443	10.0046	5.50085
"TMEM150B"	0	0	0.0217878	0.163937	0.102016	0.0488847	0.183841	0.168467	0.136043	0
"TMEM150C"	17.0945	0.0482374	10.289	0.186627	0.0412253	0.295155	1.67497	1.33371	1.48091	1.4644
"TMEM151A"	0.28719	0.04906	0.45316	0.0716416	0	0	1.2199	1.5098	1.52258	0.510449
"TMEM151B"	0.00361247	0.00741628	0	0.0252104	0.047449	0.0452211	7.81316	7.82877	8.1736	5.297
"TMEM154"	1.68673	21.2272	1.16807	8.09098	10.88	11.3542	0.233136	0.131613	0.239413	0.383719
"TMEM155"	0	0.053982	0	0.00876319	0	0	0.241311	0.263972	0.28269	0.210364
"TMEM156"	0.124636	0.323876	0.0181076	4.56454	4.84415	5.79563	0	0	0	0
"TMEM158"	0.55607	3.11117	0.869163	0.0223387	0.0209704	0	6.20123	10.5039	8.54919	6.73523
"TMEM159"	14.0722	16.2391	9.17253	2.90948	6.09505	3.7945	10.8361	11.2052	11.2094	11.8693
"TMEM160"	32.7748	20.2458	45.3209	25.7215	4.80249	0.793542	36.5933	39.646	33.0068	9.75572
"TMEM161A"	11.9835	13.6353	24.0536	11.2933	6.98187	3.49081	22.8643	24.1419	22.8939	13.6671
"TMEM161B"	3.98682	3.30211	1.41804	6.55469	7.42285	8.20566	2.56679	2.10254	1.89331	3.99202
"TMEM163"	0.244295	0.067335	0.275112	0.284589	5.54909	0.47086	1.64117	2.04272	1.85635	1.32943
"TMEM164"	27.4144	10.4361	49.3213	4.72797	4.43869	3.42266	6.14244	5.72431	5.71462	5.02059
"TMEM165"	26.837	32.3672	15.1612	14.2283	15.6277	17.2474	21.4901	18.9995	18.1212	21.6182
"TMEM167A"	20.2085	16.7052	5.63028	9.5651	9.4951	9.40615	24.524	20.6183	21.7278	36.4403
"TMEM167B"	15.9067	7.48446	6.31129	10.1703	13.4174	11.7403	4.17922	3.80386	3.69059	5.06613
"TMEM168"	5.9643	5.67081	2.62825	5.75561	5.93175	7.22538	2.2336	2.06979	2.11688	3.05453
"TMEM169"	0.104281	0.123678	0.152449	0.103974	0.552474	0.168027	0.878863	0.619155	0.493709	0.618009
"TMEM17"	0.465743	1.65717	0.139396	0.365273	0.867463	0.327365	0.381403	0.323006	0.362479	0.556405
"TMEM170A"	9.24306	5.45764	6.66201	4.75901	8.21426	6.11887	11.551	8.11286	8.65644	12.2107
"TMEM170B"	1.17468	0.0442458	0.47666	1.83457	2.75218	2.76976	0.603475	0.439832	0.574193	0.918949
"TMEM171"	0.386688	2.69253	0.377368	0.017393	0	0	0.691764	1.06133	0.706436	0.579362
"TMEM173"	0.0483656	14.8471	0.114345	2.77858	6.06655	1.16116	0.123197	0.164849	0.157271	0.187532
"TMEM174"	0	0	0	0	0	0	0	0	0	0
"TMEM175"	7.21182	3.61276	18.566	8.72708	6.41543	2.85149	2.5916	2.93511	2.49433	1.63965
"TMEM176A"	0.0188728	0	0	0	0	0	0.353307	0.655621	0.582037	0.128604
"TMEM176B"	0.17347	0.0163993	0.040769	0.093758	0	0.0335811	0.568911	0.625328	0.499068	0.367304
"TMEM177"	6.4076	9.48886	9.06661	7.21077	5.27114	5.07184	23.2375	25.2362	22.162	14.2003
"TMEM178"	0.165526	0.0437502	0.0504199	0.233007	0.753861	0.144116	4.3889	4.57752	4.80925	4.03177
"TMEM179"	0	0	0.0210596	0	0	0	0.240332	0.520599	0.38304	0.180593
"TMEM179B"	43.3405	21.7081	47.3981	13.8924	13.2791	9.92466	15.3048	16.2688	14.6617	12.4471
"TMEM18"	19.7324	9.38129	23.4832	9.58706	7.52955	8.36	8.59547	10.9837	10.5994	8.79207
"TMEM180"	1.88809	1.29062	3.09034	1.57067	0.900531	0.669389	5.74951	5.82649	6.2285	3.46485
"TMEM181"	4.49534	10.5703	3.1878	2.27624	2.92625	3.46791	6.42035	5.26021	6.14005	6.60748
"TMEM182"	0.918185	0.763283	0.379669	0.613573	1.70053	0.658298	0.379016	0.351783	0.256143	0.529787
"TMEM183A"	5.21439	3.86085	0.918871	2.94773	3.43893	3.86429	1.1988	1.0326	0.831609	2.64771
"TMEM183B"	84.7549	30.6138	96.6539	28.7696	22.9738	18.9829	58.5305	55.7599	53.8603	48.631
"TMEM184A"	6.91636	1.11521	10.5881	0.189527	0.109359	0.0548397	0.51703	0.524115	0.500792	0.493236
"TMEM184B"	18.1013	30.3224	30.3665	4.29033	2.29308	1.66883	29.4353	28.8048	29.1481	19.3154
"TMEM184C"	11.1939	9.16202	8.09662	3.99116	4.18985	4.72744	10.1398	8.01921	8.74716	10.3123
"TMEM185A"	11.7135	6.53565	14.8974	4.80615	4.13675	3.22383	7.08598	7.6115	7.79439	5.68313
"TMEM185B"	10.2961	7.39721	10.9801	2.91634	2.48029	2.60135	2.78008	3.30821	3.60612	2.39841
"TMEM186"	13.0766	6.60552	10.78	8.61734	7.78704	8.13142	9.02188	9.64268	8.37798	7.96621
"TMEM187"	10.6281	2.59369	17.0149	1.45197	0.995095	0.769296	2.79629	2.5893	3.12053	1.92876
"TMEM188"	2.89479	6.09319	0.97569	2.9316	5.76375	6.44648	3.36189	2.65281	2.40359	3.55009
"TMEM189"	37.358	19.6134	48.9782	5.9127	5.87889	5.00147	16.2905	18.7681	16.2809	12.1401
"TMEM189-UBE2V1"	0.783357	0.445355	13.8297	0.499115	0.0944349	0.123247	1.56585	2.69765	7.11119	4.75996
"TMEM19"	5.36066	6.00629	2.7816	5.01468	4.3037	5.57711	1.81266	1.3967	1.383	2.12906
"TMEM190"	0.635634	0.120343	1.09496	0	0.0865253	0	0.322804	0.904207	1.84876	0.604109
"TMEM191A"	2.09171	1.23252	5.73271	0.709847	0.518033	0.173221	0.732156	0.918044	0.741042	0.406169
"TMEM191B"	2.50765	1.31237	5.18906	1.49834	1.15175	0.28253	0.727863	1.12498	0.957686	0.425009
"TMEM191C"	1.62702	1.01219	2.60873	1.76032	1.02819	0.374191	0.838261	0.928077	0.852789	0.434959
"TMEM192"	5.36048	5.02405	2.90833	2.51304	2.18854	2.97756	2.03389	1.93983	2.29877	2.45348
"TMEM194A"	6.74914	6.10262	4.96286	5.36949	8.08518	6.61519	10.8596	8.79691	9.83982	12.3718
"TMEM194B"	1.02582	2.3288	0.730975	2.20334	2.68219	2.53762	1.21238	1.04721	1.28373	1.25143
"TMEM196"	0	0	0	0	0	0	0.0229822	0.0147649	0.0380605	0.0236148
"TMEM198"	1.07304	0.969969	1.19401	0.486944	0.431544	0.115298	6.12373	4.99113	4.61968	3.98468
"TMEM199"	12.6341	12.6419	8.89249	10.3543	9.47599	8.94806	9.44567	9.931	8.14472	9.89155
"TMEM2"	5.84976	22.8555	4.5143	0.048448	0.028507	0.06324	9.65082	7.70046	8.89671	10.3022
"TMEM200A"	0.0066237	5.56584	0.0157288	3.91339	0.732288	4.18016	2.72411	2.40923	2.76534	2.92037
"TMEM200B"	0.155026	0.265193	0.0728189	0.202858	0.122415	0.115562	4.3813	5.07481	4.72384	4.66917
"TMEM200C"	0	0	0	0.0107745	0	0	3.0602	3.3473	3.11577	1.22326
"TMEM201"	5.79136	6.97167	10.4431	6.66867	4.13278	2.21158	9.86414	10.2833	10.5286	5.43758
"TMEM202"	0	0	0	0.0168788	0	0.0302337	0	0	0	0
"TMEM203"	33.398	18.749	36.9535	17.9977	16.778	14.2406	22.6244	22.586	21.5877	17.1381
"TMEM204"	0.106274	0.69256	0.178719	0.0993611	0.139241	0.0444551	0.0333105	0.184223	0.0621344	0.0960563
"TMEM205"	100.573	38.1187	145.268	41.389	26.7135	22.7356	61.2176	62.6044	56.6373	44.89
"TMEM206"	2.43225	4.41542	2.03301	6.87524	9.35218	6.84405	6.51488	7.63434	7.37145	6.12099
"TMEM207"	0	0	0	0	0.0278109	0	0	0	0	0
"TMEM208"	35.4048	29.5849	44.2053	22.1914	21.4535	17.0842	31.0056	30.1863	26.8362	21.1366
"TMEM209"	6.19731	6.47059	4.20251	7.88462	8.90207	9.74238	6.59904	5.5956	7.02886	7.43283
"TMEM211"	0	0	0	0	0	0	0	0.142448	0.0698002	0.107314
"TMEM212"	0.258646	0.0871853	0.131076	0.174541	0.279421	0.566413	0.181253	0.262315	0.155773	0.065836
"TMEM213"	0	0	0.00632241	0	0.021887	0.0104338	0.0607833	0.0732273	0.0830596	0.0351376
"TMEM214"	23.5175	27.7383	34.6789	21.2663	16.5211	9.99706	16.4194	18.3158	19.2271	12.4588
"TMEM215"	0.00308097	0	0	0	0	0.0192824	0.107296	0.126548	0.149475	0.159468
"TMEM216"	17.7937	4.79018	20.5861	4.04963	4.08463	3.90894	14.4476	15.1886	14.0474	9.87795
"TMEM217"	0.182052	0.411649	0.241271	0.520367	0.524415	0.307894	0.122259	0.27625	0.33243	0.30582
"TMEM218"	2.05763	3.187	0.988468	4.38844	5.06865	4.36565	3.14653	3.10261	2.79763	3.11135
"TMEM219"	58.595	40.7153	65.9132	40.7569	39.0369	35.1938	32.9287	40.7614	37.0441	28.4512
"TMEM22"	0.0109901	2.03203	0.010365	0.42385	0.432722	0.734504	2.09451	1.65328	1.52101	1.96303
"TMEM220"	0.011027	0.61635	0	0.243814	0.530927	0.241629	0.729604	0.774838	0.848397	1.05784
"TMEM221"	0.275884	0.4237	0.286685	0.0428495	0.0201156	0	1.04227	1.51648	1.43206	0.618858
"TMEM222"	19.2746	22.1999	32.6074	13.6303	10.6217	8.15185	15.1679	17.1949	16.2539	9.68338
"TMEM223"	15.4264	10.5365	18.5931	10.5423	9.73137	7.30459	16.5931	15.8753	15.2775	11.6151
"TMEM225"	0	0	0	0	0	0	0	0	0	0
"TMEM229A"	0.0676843	0	0.16021	0	0	0.0141275	0.340536	0.118773	0.244433	0.173712
"TMEM229B"	3.26349	0.88915	5.83861	0.129585	0.22578	0.0688673	0.23785	0.417235	0.411957	0.213042
"TMEM231"	4.46694	4.00712	5.76177	2.40064	3.01145	1.95069	3.16485	4.01528	3.92643	2.9504
"TMEM232"	0.0159895	0.0382667	0	0.105436	0.174973	0.166838	0.0729368	0.101446	0.112609	0.0998066
"TMEM233"	0	0	0	0	0	0	0.0534027	0.067405	0.0862104	0
"TMEM234"	3.51654	6.98923	5.26252	2.87005	3.29254	2.25047	3.18511	3.97646	3.59003	2.57266
"TMEM235"	0	0	0.0145406	0	0	0	0.117374	0.0845045	0.0923427	0.0648709
"TMEM236"	0.00455047	0.0241398	0.00672652	0.00176431	0.00996238	0.00316435	0.017227	0.00445035	0.0222365	0.010709
"TMEM236"	0.00151711	0.0015577	0.00672524	0.00176397	0.00332142	0.00316495	0.00803772	0.0133536	0.0130328	0.00356899
"TMEM237"	3.2405	7.24684	1.27897	2.28113	1.86741	2.19925	5.01796	4.02547	3.92591	5.93948
"TMEM238"	5.90145	4.39518	13.9708	1.23301	0.591446	0	2.12487	3.53898	3.43385	0.596673
"TMEM239"	0	0	0	0	0	0	0	0	0	0
"TMEM25"	6.35924	5.07387	8.08704	2.89983	2.52315	2.09634	5.13255	5.24827	5.72492	3.84425
"TMEM26"	1.34377	0	1.34382	0.00749542	0	0	0.795532	0.576642	0.556798	0.864006
"TMEM27"	0.415036	0.978677	0.22822	0.120943	0.0504196	0.120399	0.532061	0.537316	0.635712	0.558898
"TMEM30A"	20.5431	34.8244	8.64563	22.5469	33.6301	23.02	15.6655	12.8537	14.201	19.64
"TMEM30B"	14.5359	14.383	14.8193	0	0.00823721	0.00785077	3.76515	3.94442	4.19296	3.95994
"TMEM30C"	0	0	0	0	0	0	0	0	0	0
"TMEM31"	0.531606	0.0299596	0.219082	0	0	0	0.0940721	0.211844	0.0849465	0.196664
"TMEM33"	5.35857	9.60894	2.63968	1.64589	3.41148	3.72878	6.36439	4.91186	5.34388	7.92342
"TMEM35"	0.00851121	0.148189	0.00804548	0	0	0	3.31982	3.04483	2.36095	2.94734
"TMEM37"	0.908581	0.0656206	1.19999	0.0871964	0.327273	0.156265	4.89247	5.84225	5.85627	3.75776
"TMEM38A"	2.33058	1.39736	5.21557	7.79794	8.07151	5.98547	4.52552	5.10132	5.00599	3.16897
"TMEM38B"	15.8823	4.96164	12.9444	4.10723	8.59331	5.40245	4.89226	4.95958	4.8598	4.14101
"TMEM39A"	7.55777	6.01279	7.64635	4.10513	7.36511	4.88755	9.86468	9.55487	9.71262	9.04602
"TMEM39B"	10.5169	6.74055	14.4857	8.16487	6.40636	5.2132	10.0077	11.5763	12.0527	6.37731
"TMEM40"	7.11653	54.2846	4.24132	0.184014	0.0920934	0.153896	0.0484928	0.0767283	0.0314415	0.0243567
"TMEM41A"	10.0192	8.51076	7.46744	5.96745	5.43079	4.63485	4.69326	4.97181	4.81849	4.19707
"TMEM41B"	4.45563	12.4428	2.83444	4.38254	7.3335	5.92319	8.50048	8.12422	7.77638	9.24976
"TMEM42"	5.79936	3.79898	7.08878	8.76366	8.10044	7.84267	7.82476	9.86398	9.38942	6.72547
"TMEM43"	33.056	36.7569	34.5286	12.3958	10.3768	9.44876	12.6984	11.3216	11.474	11.6154
"TMEM44"	3.88713	4.73823	4.16598	3.37629	2.39846	1.97249	5.04701	6.479	6.36359	4.24848
"TMEM45A"	1.23451	16.8538	0.373224	6.0954	3.43795	6.47062	4.67715	5.88531	5.01484	6.66585
"TMEM45B"	3.70472	0.235683	5.28207	0.00923784	0.0173558	0.0331221	0.0848492	0.16225	0.0833623	0.110766
"TMEM47"	0.062111	3.98165	0.0353703	0	0	0	9.27235	6.59669	7.33538	10.9333
"TMEM48"	12.5116	12.4147	5.78307	9.25576	8.70805	10.2185	15.414	13.5297	14.1753	16.7855
"TMEM5"	14.4541	9.05461	7.24146	10.4019	7.54659	10.0473	3.58039	3.24975	3.30191	4.17843
"TMEM50A"	38.8277	43.4709	14.5076	28.8636	29.6708	22.8846	30.7715	32.2396	29.2843	40.1061
"TMEM50B"	7.68988	7.24921	3.46236	4.70749	6.70854	5.77018	4.17136	3.29786	3.20564	4.29948
"TMEM51"	5.85936	8.00287	5.02515	0.119071	0.548792	0.155218	5.42807	7.07646	5.89778	4.24118
"TMEM52"	1.83387	0.764051	4.10967	0.0243522	0	0	6.78777	7.3178	7.19451	3.58206
"TMEM53"	1.41861	3.15744	2.26301	3.04238	1.04231	1.25628	3.08912	3.68654	3.51924	2.38505
"TMEM54"	60.47	78.2212	129.223	0.465692	0.696491	0.375104	7.46188	12.2787	9.93087	4.336
"TMEM55A"	2.66076	4.51239	2.18285	4.39979	7.22974	5.47861	11.2868	8.51865	8.91301	10.8865
"TMEM55B"	26.6907	10.3704	32.869	14.2911	9.43393	10.8451	18.2454	19.7679	19.4671	13.6355
"TMEM56"	0.755456	0.203444	0.178865	0.0140292	0.0426826	0.0251688	0.284665	0.167996	0.339426	0.559111
"TMEM56-RWDD3"	0.480044	0.282366	0.271196	0.116903	0.49828	0.29912	0.340298	0.325441	0.405539	0.812438
"TMEM57"	9.15252	5.48017	3.77977	4.89659	4.56936	5.17508	4.58	3.82234	3.76408	5.58915
"TMEM59"	68.8094	55.8262	35.4626	26.6088	29.697	23.832	31.9172	29.0228	27.9362	36.0066
"TMEM59L"	0.851044	0.126001	0.939748	0.0783079	0.0734625	0.0233877	6.31814	7.16177	6.5128	3.62173
"TMEM60"	26.6211	16.0429	11.3403	15.1541	15.1936	17.356	13.9779	14.0229	13.9833	16.6013
"TMEM61"	0.105868	1.15176	0.0661581	0	0	0	0.851313	0.127832	0.649397	0.56261
"TMEM62"	2.03574	2.79986	1.30523	3.35915	3.38189	3.09592	0.765661	0.771832	0.757339	0.782961
"TMEM63A"	5.04048	6.02884	10.5728	5.22292	5.54577	3.90742	9.6729	8.36377	9.28877	7.92607
"TMEM63B"	11.9536	37.5452	21.5618	5.29044	4.38742	3.35118	28.8232	28.2535	29.4679	21.6829
"TMEM63C"	2.34835	0.995974	2.06484	0.0856787	0	0.0192121	1.78016	1.81477	1.80582	1.40113
"TMEM64"	91.1149	6.24062	55.9136	2.03843	4.89976	4.63132	6.54084	7.04267	6.17215	7.45141
"TMEM65"	7.03412	3.58582	2.328	0.87698	0.697589	1.7433	1.41437	1.36158	1.7941	1.95307
"TMEM66"	47.9499	71.9758	31.3219	31.9624	30.3209	26.9217	42.7004	36.3604	39.2631	42.7647
"TMEM67"	2.526	1.76819	1.1459	1.19906	2.08656	1.71948	2.1228	1.80266	1.82378	2.7385
"TMEM68"	2.84358	4.82527	0.896814	4.0642	11.365	8.49563	2.87138	2.05582	2.18135	4.39807
"TMEM69"	16.6143	19.3861	8.14147	22.8374	31.0723	27.4261	21.832	21.5605	20.7548	26.6755
"TMEM70"	10.2008	10.0746	6.64525	10.6936	9.8617	9.55009	7.23068	6.19054	7.06863	7.08918
"TMEM71"	0.00909667	0.00931414	0	0	0.0198984	0	0	0	0	0
"TMEM72"	0	0	0	0	0	0	0	0.0259041	0	0
"TMEM74"	0.00843492	0.138227	0.0159479	0	0	0	1.85765	1.52734	1.88477	2.05872
"TMEM79"	5.68963	13.957	9.98129	1.30866	1.9448	1.16485	1.41677	1.06186	1.32155	0.640209
"TMEM80"	3.89425	3.10299	4.50315	3.59483	4.97048	2.89197	4.18864	3.50132	3.20359	3.04676
"TMEM81"	1.70957	1.01641	1.52877	0.408615	0.33694	0.79052	2.42576	2.11809	2.45197	2.47717
"TMEM82"	0.0120317	0	0.0113364	0	0	0	0.666958	0.718159	0.93146	0.332929
"TMEM85"	50.5535	60.7698	51.6931	39.6051	33.4614	38.0516	54.927	53.2901	46.9074	44.3031
"TMEM86A"	0.665093	0.295206	0.519049	0.0219521	0.0412978	0.0492137	0.76655	0.822273	0.841051	0.862411
"TMEM86B"	1.92716	0.82874	2.68948	2.06638	1.70387	1.45566	1.47875	1.94298	1.83796	1.09165
"TMEM87A"	10.8516	18.2654	6.23967	9.24503	9.37468	8.71047	10.2755	9.72861	8.68179	11.1678
"TMEM87B"	7.88506	8.13144	3.5924	5.74111	9.62978	7.3	1.94441	1.74773	2.12964	2.39795
"TMEM88"	0.818992	0.404659	0.829122	0.79353	0.612987	0.293738	1.84122	1.68709	1.73696	1.89466
"TMEM88B"	0	0	0	0.0625007	0.230532	0	1.32788	1.26839	1.60442	0.672443
"TMEM89"	0.165658	0	0	0.0651271	0.120002	0	0.0926096	0.0775626	0.30256	0.232393
